Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
60806778,The Deluge,Stephen Markley,"Markley, Stephen",,"=""1982123095""","=""9781982123093""",0,4.23,Simon & Schuster,Hardcover,896,2023,2023,,2024/01/03,to-read,to-read (#71),to-read,,,,0,0
37922709,"On Desperate Ground: The Marines at The Reservoir, the Korean War's Greatest Battle",Hampton Sides,"Sides, Hampton",,"=""0385541155""","=""9780385541152""",3,4.58,Doubleday,Hardcover,394,2018,2018,2023/12/29,2018/10/03,audiobooks-listened,audiobooks-listened (#139),audiobooks-listened,,,,1,0
62610160,Is Maths Real? How Simple Questions Lead Us to Mathematics’ Deepest Truths,Eugenia Cheng,"Cheng, Eugenia",,"=""1782839240""","=""9781782839248""",0,3.57,Profile Books,Kindle Edition,328,2023,,,2023/12/14,to-read,to-read (#70),to-read,,,,0,0
21420980,The Unnoticeables,Robert Brockway,"Brockway, Robert",,"=""1466869305""","=""9781466869301""",3,3.70,Tor Books,Kindle Edition,288,2015,2015,2023/11/24,2023/01/17,,,read,,,,1,0
1857440,"John Dies at the End (John Dies at the End, #1)",David  Wong,"Wong, David",Jason Pargin,"=""0978970764""","=""9780978970765""",0,3.87,Permuted Pr,Paperback,362,2007,2007,,2023/11/05,audiobooks-listened,audiobooks-listened (#137),audiobooks-listened,,,,0,0
6277770,The Poisonwood Bible,Barbara Kingsolver,"Kingsolver, Barbara",,"=""""","=""""",0,4.11,HarperCollins e-books,ebook,570,2009,1998,,2015/01/06,couldn-t-finish,couldn-t-finish (#35),couldn-t-finish,,,,0,0
51204046,"The Boy from the Woods (Wilde, #1)",Harlan Coben,"Coben, Harlan",,"=""1538748142""","=""9781538748145""",2,3.95,Grand Central Publishing,Hardcover,371,2020,2020,2020/07/05,2020/07/06,audiobooks-listened,audiobooks-listened (#92),audiobooks-listened,,,,2,0
8127,"Anne of Green Gables (Anne of Green Gables, #1)",L.M. Montgomery,"Montgomery, L.M.",Jennifer Lee Carrell,"=""0451528824""","=""9780451528827""",3,4.32,Signet,Mass Market Paperback,320,2003,1908,2023/10/07,2023/10/07,audiobooks-listened,audiobooks-listened (#136),audiobooks-listened,,,,1,0
55132921,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",3,3.85,Vintage,Kindle Edition,272,2005,2005,2023/10/02,2021/10/28,,,read,,,,1,0
31122,I Capture the Castle,Dodie Smith,"Smith, Dodie",,"=""0312181108""","=""9780312181109""",0,3.99,St. Martin's Press,Hardcover,408,1998,1948,,2022/03/03,couldn-t-finish,couldn-t-finish (#34),couldn-t-finish,,,,0,0
67238,Dead Poets Society,N.H. Kleinbaum,"Kleinbaum, N.H.",Tom Schulman,"=""0553282980""","=""9780553282986""",0,4.17,Starfire,Paperback,166,1989,1988,,2023/09/03,to-read,to-read (#69),to-read,,,,0,0
60732496,"Us Against You (Beartown, #2)",Fredrik Backman,"Backman, Fredrik",Neil   Smith,"=""""","=""""",4,4.37,Atria Books,Kindle Edition,443,2022,2017,2023/09/03,2023/01/17,,,read,,,,1,0
57726637,The Anomaly,Hervé Le Tellier,"Tellier, Hervé Le",Adriana Hunter,"=""1635421764""","=""9781635421767""",3,3.80,Other Press ,Kindle Edition,399,2021,2020,2023/07/31,2023/07/25,,,read,,,,1,0
62919765,Zero Days,Ruth Ware,"Ware, Ruth",,"=""1982155299""","=""9781982155292""",0,3.64,Scout Press,Hardcover,356,2023,2023,,2023/07/25,to-read,to-read (#68),to-read,,,,0,0
59345230,Drowning,T.J. Newman,"Newman, T.J.",,"=""1982177918""","=""9781982177911""",0,4.15,Avid Reader Press / Simon & Schuster,Hardcover,304,2023,2023,,2023/07/25,to-read,to-read (#67),to-read,,,,0,0
40974159,Tears of the Silenced,Misty Griffin,"Griffin, Misty",,"=""""","=""""",3,4.28,Mango Media,Kindle Edition,384,2018,2014,2023/07/24,2023/07/25,audiobooks-listened,audiobooks-listened (#135),audiobooks-listened,,,,1,0
36589918,The Indifferent Stars Above: The Harrowing Saga of the Donner Party,Daniel James Brown,"Brown, Daniel James",,"=""""","=""""",3,4.25,Mariner Books,Kindle Edition,376,2017,2009,2023/07/19,2022/07/13,,,read,,,,1,0
58733693,Remarkably Bright Creatures,Shelby Van Pelt,"Pelt, Shelby Van",,"=""0063204150""","=""9780063204157""",3,4.37,Ecco,Hardcover,368,2022,2022,2023/07/16,2023/03/17,audiobooks-listened,audiobooks-listened (#134),audiobooks-listened,,,,1,0
57109107,The Lincoln Highway,Amor Towles,"Towles, Amor",,"=""0735222355""","=""9780735222359""",3,4.22,Viking,Hardcover,576,2021,2021,2023/07/14,2022/03/03,,,read,,,,1,0
55606512,The Starless Sea,Erin Morgenstern,"Morgenstern, Erin",,"=""""","=""""",3,3.85,Anchor,Kindle Edition,499,2019,2019,2023/07/04,2023/01/17,,,read,,,,1,0
53520870,"A Trucker's Tale: Wit, Wisdom, and True Stories from 60 Years on the Road",Ed Miller,"Miller, Ed",,"=""1948062399""","=""9781948062398""",3,3.74,Apollo Publishers,Kindle Edition,193,2020,,2023/06/23,2023/06/24,audiobooks-listened,audiobooks-listened (#133),audiobooks-listened,,,,1,0
61216026,"The Lost Notebook (Toussaints Detective Agency, #1)",Louise Douglas,"Douglas, Louise",,"=""183889294X""","=""9781838892944""",0,4.00,Boldwood Books,Kindle Edition,353,2022,2022,,2023/06/16,to-read,to-read (#66),to-read,,,,0,0
25365302,"Fourteen: A Daughter's Memoir of Adventure, Sailing, and Survival",Leslie Johansen Nack,"Nack, Leslie Johansen",,"=""1631529412""","=""9781631529412""",0,4.19,She Writes Press,Paperback,370,2015,2015,,2023/06/16,to-read,to-read (#65),to-read,,,,0,0
12391521,The Psychopath Test: A Journey Through the Madness Industry,Jon Ronson,"Ronson, Jon",,"=""1594485755""","=""9781594485756""",3,3.95,Riverhead Books,Paperback,275,2012,2011,2023/06/11,2023/06/11,audiobooks-listened,audiobooks-listened (#132),audiobooks-listened,,,,1,0
61130185,21-Hit Wonder: Flopping My Way to the Top of the Charts,Sam Hollander,"Hollander, Sam",,"=""1637741863""","=""9781637741863""",3,4.22,Matt Holt,Hardcover,304,2022,,2023/06/04,2023/03/15,audiobooks-listened,audiobooks-listened (#131),audiobooks-listened,,,,1,0
59836981,Year Book,Seth Rogan,"Rogan, Seth",,"=""""","=""""",0,4.16,,,,,2021,,2023/06/03,to-read,to-read (#64),to-read,,,,0,0
30770356,"Compass South: A Graphic Novel (Four Points, Book 1)",Hope Larson,"Larson, Hope",Rebecca Mock,"=""1466895942""","=""9781466895942""",3,4.05,"Farrar, Straus and Giroux (BYR)",Kindle Edition,224,2016,2016,2023/05/29,2023/05/29,,,read,,,,1,0
8123366,"Everything Ravaged, Everything Burned",Wells Tower,"Tower, Wells",,"=""""","=""""",2,3.88,,Kindle Edition,218,,2009,2023/05/29,2023/04/03,,,read,,,,1,0
57340678,Trust the Plan: The Rise of QAnon and the Conspiracy That Unhinged America,Will Sommer,"Sommer, Will",,"=""0063114488""","=""9780063114487""",3,4.07,Harper,Hardcover,260,2023,2023,2023/05/10,2023/05/11,audiobooks-listened,audiobooks-listened (#130),audiobooks-listened,,,,1,0
18663149,"Abaddon's Gate (Expanse, #3)",James S.A. Corey,"Corey, James S.A.",,"=""0316235423""","=""9780316235426""",4,4.28,Orbit,Kindle Edition,547,2013,2013,2023/05/08,2023/03/29,,,read,,,,1,0
917868,Jaguars Ripped My Flesh,Tim Cahill,"Cahill, Tim",,"=""0679770798""","=""9780679770794""",0,3.94,Knopf Doubleday Publishing Group,Paperback,306,1996,1987,,2023/05/07,to-read,to-read (#63),to-read,,,,0,0
40940157,Swamplandia!,Karen Russell,"Russell, Karen",,"=""""","=""""",3,3.28,Vintage,Kindle Edition,418,2011,2011,2023/04/16,2023/02/02,,,read,,,,1,0
228296,"Rosemary’s Baby (Rosemary's Baby, #1)",Ira Levin,"Levin, Ira",,"=""0451194004""","=""9780451194008""",4,4.05,Signet,Hardcover,308,1997,1967,,2023/04/10,audiobooks-listened,audiobooks-listened (#129),audiobooks-listened,,,,1,0
4031,Lunar Park,Bret Easton Ellis,"Ellis, Bret Easton",,"=""0375727272""","=""9780375727276""",4,3.65,Vintage,Paperback,404,2006,2005,2025/02/18,2023/04/10,audiobooks-listened,audiobooks-listened (#128),audiobooks-listened,,,,1,0
43448,"Flowers in the Attic (Dollanganger, #1)",V.C. Andrews,"Andrews, V.C.",,"=""0743496310""","=""9780743496315""",0,3.85,Pocket Books,Paperback,389,1979,1979,,2023/04/10,to-read,to-read (#62),to-read,,,,0,0
51066783,"Tales from the Gas Station: Volume Two (Tales from the Gas Station, #2)",Jack  Townsend,"Townsend, Jack",,"=""""","=""""",3,4.47,,Kindle Edition,291,2019,2019,2023/04/09,2023/04/09,audiobooks-listened,audiobooks-listened (#127),audiobooks-listened,,,,1,0
60194162,Demon Copperhead,Barbara Kingsolver,"Kingsolver, Barbara",,"=""0063251922""","=""9780063251922""",4,4.48,Harper,Hardcover,560,2022,2022,2023/03/30,2023/03/30,audiobooks-listened,audiobooks-listened (#126),audiobooks-listened,,,,1,0
13533650,"The Assassin's Curse (The Assassin's Curse, #1)",Cassandra Rose Clarke,"Clarke, Cassandra Rose",,"=""1908844019""","=""9781908844019""",0,3.67,Strange Chemistry,Paperback,298,2012,2012,,2023/03/05,to-read,to-read (#61),to-read,,,,0,0
295649,"Bloody Jack (Bloody Jack, #1)",L.A. Meyer,"Meyer, L.A.",,"=""015205085X""","=""9780152050856""",0,4.12,HMH Books for Young Readers,Paperback,304,2010,2002,,2023/03/05,to-read,to-read (#60),to-read,,,,0,0
15670,On Stranger Tides,Tim Powers,"Powers, Tim",,"=""1930235321""","=""9781930235328""",0,3.82,Babbage Pr,Paperback,370,2006,1987,,2023/03/05,to-read,to-read (#59),to-read,,,,0,0
42072585,"Tales from the Gas Station: Volume One (Tales from the Gas Station, #1)",Jack  Townsend,"Townsend, Jack",,"=""""","=""""",3,4.18,,Kindle Edition,285,2018,2018,2023/02/22,2022/11/10,audiobooks-listened,audiobooks-listened (#125),audiobooks-listened,,,,1,0
56535970,The Last House on Needless Street,Catriona Ward,"Ward, Catriona",,"=""""","=""""",4,3.83,Tor Nightfire,Kindle Edition,342,2021,2021,2022/02/13,2022/02/06,,,read,,,,1,0
22044288,Orca: Sailing Around the World (Five Oceans),John A. Pennington,"Pennington, John A.",Kara L. Potter,"=""""","=""""",3,4.65,,Kindle Edition,295,2014,2014,2023/01/30,2023/01/15,,,read,,,,1,0
61030525,The Sense of Wonder,Matthew Salesses,"Salesses, Matthew",,"=""0316425710""","=""9780316425711""",0,3.63,"Little, Brown and Company",Hardcover,256,2023,2023,,2023/01/19,to-read,to-read (#58),to-read,,,,0,0
60320396,The Last Chairlift,John Irving,"Irving, John",,"=""1501189271""","=""9781501189272""",0,3.44,Simon & Schuster,Hardcover,889,2022,2022,,2023/01/17,to-read,to-read (#57),to-read,,,,0,0
39673223,Salt to the Sea,Ruta Sepetys,"Sepetys, Ruta",,"=""""","=""""",4,4.35,Philomel Books,ebook,221,2016,2016,2023/01/16,2017/06/07,,,read,,,,1,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",4,4.40,Atria Books,Hardcover,389,2017,2017,2023/01/09,2023/01/09,audiobooks-listened,audiobooks-listened (#124),audiobooks-listened,,,,1,0
8049273,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,"Greene, Brian",,"=""039333810X""","=""9780393338102""",3,4.10,W. W. Norton & Company,Paperback,464,2010,1999,2022/10/07,2018/11/27,audiobooks-listened,audiobooks-listened (#123),audiobooks-listened,,,,1,0
51700301,The Office: The Untold Story of the Greatest Sitcom of the 2000s: An Oral History,Andy Greene,"Greene, Andy",,"=""1524744972""","=""9781524744977""",4,4.14,Dutton Books,Hardcover,464,2020,2020,2023/01/01,2023/01/01,audiobooks-listened,audiobooks-listened (#122),audiobooks-listened,,,,1,0
8225077,"The Winds of War (The Henry Family, #1)",Herman Wouk,"Wouk, Herman",,"=""""","=""""",0,4.38,Back Bay Books,ebook,898,2008,1971,,2021/04/20,couldn-t-finish,couldn-t-finish (#33),couldn-t-finish,,,,0,0
60268621,What If? 2: Additional Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"Munroe, Randall",,"=""0525537120""","=""9780525537120""",0,4.37,Riverhead Books,Kindle Edition,366,2022,2022,,2022/12/15,currently-reading,currently-reading (#4),currently-reading,,,,1,0
21463939,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"Munroe, Randall",,"=""""","=""""",4,4.14,Dey Street Books,Kindle Edition,321,2024,2014,2022/12/15,2022/09/16,,,read,,,,1,0
472343,Duma Key,Stephen        King,"King, Stephen",,"=""1416552510""","=""9781416552512""",3,3.98,Scribner Book Company,Hardcover,611,2008,2008,2022/11/30,2022/11/30,audiobooks-listened,audiobooks-listened (#121),audiobooks-listened,,,,1,0
32542,"A Time to Kill (Jake Brigance, #1)",John Grisham,"Grisham, John",,"=""""","=""""",0,4.12,Dell,Mass Market Paperback,738,2004,1989,,2022/11/21,,,read,,,,1,0
48990389,The Space Between Worlds (The Space Between Worlds #1),Micaiah Johnson,"Johnson, Micaiah",,"=""0593135067""","=""9780593135068""",0,3.93,Del Rey,Kindle Edition,322,2020,2020,,2021/02/14,couldn-t-finish,couldn-t-finish (#32),couldn-t-finish,,,,0,0
11387515,"Wonder (Wonder, #1)",R.J. Palacio,"Palacio, R.J.",,"=""0375869026""","=""9780375869020""",3,4.36,Alfred A. Knopf,Hardcover,315,2012,2012,,2022/11/20,,,read,,,,1,0
39988,Matilda,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""043512398X""","=""9780435123987""",3,4.33,New Windmills,Hardcover,240,1992,1988,2022/11/20,2022/11/20,the-kids-shelf,the-kids-shelf (#30),the-kids-shelf,,,,1,0
58502749,No One Goes Alone,Erik Larson,"Larson, Erik",Julian Rhind-Tutt,"=""0593557948""","=""9780593557945""",2,3.32,Random House Audio,Audio CD,8,2021,2021,2022/11/11,2022/11/11,audiobooks-listened,audiobooks-listened (#120),audiobooks-listened,,,,1,0
59808251,"If This Book Exists, You're in the Wrong Universe (John Dies at the End, #4)",Jason Pargin,"Pargin, Jason",,"=""1250195829""","=""9781250195821""",0,4.45,St. Martin's Press,Hardcover,432,2022,2022,,2022/11/10,to-read,to-read (#56),to-read,,,,0,0
136216,The Giant's House,Elizabeth McCracken,"McCracken, Elizabeth",,"=""0061120162""","=""9780061120169""",0,3.65,Harper Perennial,Paperback,320,2006,1996,,2022/11/10,to-read,to-read (#55),to-read,,,,0,0
38855,Confederates in the Attic: Dispatches from the Unfinished Civil War,Tony Horwitz,"Horwitz, Tony",,"=""067975833X""","=""9780679758334""",2,4.10,Vintage,Paperback,406,1999,1998,2022/10/08,2022/07/23,audiobooks-listened,audiobooks-listened (#119),audiobooks-listened,,,,1,0
59425135,Aurora,David Koepp,"Koepp, David",,"=""0062916491""","=""9780062916495""",3,3.78,Harper,Kindle Edition,304,2022,2022,2022/10/08,2022/07/27,,,read,,,,1,0
39285616,The Elegance of the Hedgehog,Muriel Barbery,"Barbery, Muriel",Alison Anderson,"=""""","=""""",0,3.80,Europa Editions,Kindle Edition,325,2008,2006,,2012/02/11,couldn-t-finish,couldn-t-finish (#31),couldn-t-finish,,,,0,0
26821731,Selected Stories,Anton Chekhov,"Chekhov, Anton","Cathy Popkin, Richard Pevear, Larissa Volokhonsky, Peter Constantine, Rosamund Bartlett, Michael Henry Heim, Patrick Miles, Harvey Pitcher, Ann Dunnigan, Ronald Hingley, Constance Garnett, Hugh Aplin, Ronald Meyer, Antonina W. Bouis, Carol Apollonio, Robert Chandler, Jamey Gambrell, Anna Gunin, Jerome H. Katsell, Katherine Tiernan O'Connor, Avrahm Yarmolinsky, Aileen Kelly, Peter M. Bitsilli, Alexander Chudakov, Robert Louis Jackson, Vladimir Kataev, Radislav Lapushin, Michael C. Finke, Julie W. de Sherbinin, Liza Knapp, Wolf Schmid, John Freedman, Caryl Emerson, Rufus W. Mathewson Jr.","=""0393269116""","=""9780393269116""",0,4.04,W. W. Norton & Company,Kindle Edition,758,2014,1898,,2021/05/27,currently-reading,currently-reading (#1),currently-reading,,,,1,0
54860230,"Dirtbag, Massachusetts: A Confessional",Isaac Fitzgerald,"Fitzgerald, Isaac",,"=""1635573971""","=""9781635573978""",2,3.59,Bloomsbury Publishing,Hardcover,256,2022,2022,2022/08/13,2022/08/13,audiobooks-listened,audiobooks-listened (#118),audiobooks-listened,,,,1,0
59224051,"Man, Fuck This House",Brian Asman,"Asman, Brian",,"=""""","=""""",3,3.34,Mutated Media,Kindle Edition,158,2021,2021,2022/08/12,2022/04/30,,,read,,,,1,0
36506438,"The Color of Magic (Discworld, #1)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",0,4.00,HarperCollins,ebook,293,2009,1983,,2022/02/26,couldn-t-finish,couldn-t-finish (#30),couldn-t-finish,,,,0,0
58708383,Book Lovers,Emily Henry,"Henry, Emily",,"=""""","=""""",0,4.11,Berkley,Kindle Edition,398,2022,2022,,2022/07/24,couldn-t-finish,couldn-t-finish (#29),couldn-t-finish,,,,0,0
419083,Killing Pablo: The Hunt for the World's Greatest Outlaw,Mark Bowden,"Bowden, Mark",,"=""0142000957""","=""9780142000953""",0,3.98,Penguin Books,Paperback,296,2002,2001,,2015/10/02,to-read,to-read (#54),to-read,,,,1,0
668027,Abduction: Human Encounters with Aliens,John E. Mack,"Mack, John E.",,"=""0345419340""","=""9780345419347""",0,3.95,Scribner,Paperback,464,1997,1994,,2022/07/26,to-read,to-read (#53),to-read,,,,0,0
29354916,"The Whistler (The Whistler, #1)",John Grisham,"Grisham, John",,"=""0385541201""","=""9780385541206""",2,3.97,Vintage,Kindle Edition,424,2016,2016,2022/07/24,2022/06/04,,,read,,,,1,0
56578893,The Guide,Peter Heller,"Heller, Peter",,"=""0525657770""","=""9780525657774""",4,3.62,Knopf,Kindle Edition,272,2021,2021,2022/07/24,2022/07/24,,,read,,,,1,0
94529,Blue Latitudes: Boldly Going Where Captain Cook Has Gone Before,Tony Horwitz,"Horwitz, Tony",,"=""0312422601""","=""9780312422608""",0,4.04,Picador USA,Paperback,480,2003,2002,,2022/07/23,to-read,to-read (#52),to-read,,,,0,0
57206626,Island Nation,Peter Heller,"Heller, Peter",,"=""""","=""""",0,3.08,Audible,Audible Audio,,2021,2021,,2022/07/23,to-read,to-read (#51),to-read,,,,0,0
48541208,The Orchard,Peter Heller,"Heller, Peter",,"=""1094400041""","=""9781094400044""",0,4.13,Scribd Originals,ebook,229,2019,2019,,2022/07/23,to-read,to-read (#50),to-read,,,,0,0
22285,Rant: An Oral Biography of Buster Casey,Chuck Palahniuk,"Palahniuk, Chuck",,"=""0385517874""","=""9780385517874""",0,3.84,Doubleday,Hardcover,320,2007,2007,,2022/07/13,,,read,,,,1,0
58601245,Sea of Tranquility,Emily St. John Mandel,"Mandel, Emily St. John",,"=""""","=""""",4,4.06,Knopf,ebook,226,2022,2022,2022/06/23,2022/06/08,,,read,,,,1,0
56783258,Cloud Cuckoo Land,Anthony Doerr,"Doerr, Anthony",,"=""1982168439""","=""9781982168438""",3,4.25,Scribner,Hardcover,626,2021,2021,2022/06/16,2022/01/30,audiobooks-listened,audiobooks-listened (#117),audiobooks-listened,,,,1,0
58450060,Killing Commendatore,Haruki Murakami,"Murakami, Haruki","Philip Gabriel, Ted Goossen","=""""","=""""",4,3.91,Vintage,Kindle Edition,736,2018,2017,2022/06/04,2019/01/10,,,read,,,,1,0
33290584,"Sweet Tooth: The Deluxe Edition, Book Two",Jeff Lemire,"Lemire, Jeff","José Villarrubia, Matt Kindt, Emi Lenox, Nathan Powell","=""1401269591""","=""9781401269593""",3,4.40,Vertigo,Kindle Edition,296,2016,2016,2022/06/03,2022/06/03,,,read,,,,1,0
32302475,Flying Lessons and Other Stories,Ellen Oh,"Oh, Ellen",,"=""1101934611""","=""9781101934616""",0,4.03,Crown Books for Young Readers,Kindle Edition,240,2017,2017,,2022/06/03,currently-reading,currently-reading (#2),currently-reading,,,,1,0
60497502,My Evil Mother,Margaret Atwood,"Atwood, Margaret",,"=""1662504497""","=""9781662504495""",2,3.88,Amazon Original Stories,Kindle Edition,32,2022,2022,2022/05/01,2022/05/01,audiobooks-listened,audiobooks-listened (#116),audiobooks-listened,,,,1,0
37768423,The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1-5),Douglas Adams,"Adams, Douglas",,"=""""","=""""",3,4.38,Del Rey,Kindle Edition,833,2017,1996,,2022/04/30,,,read,,,,1,0
23209924,The Water Knife,Paolo Bacigalupi,"Bacigalupi, Paolo",,"=""0385352875""","=""9780385352871""",0,3.85,Knopf,Hardcover,371,2015,2015,,2022/04/30,to-read,to-read (#49),to-read,,,,0,0
29780253,Born a Crime: Stories From a South African Childhood,Trevor Noah,"Noah, Trevor",,"=""0385689225""","=""9780385689229""",4,4.49,Doubleday Canada,Hardcover,289,2016,2016,2022/04/22,2022/04/24,audiobooks-listened,audiobooks-listened (#115),audiobooks-listened,,,,1,0
