Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
19031759,"The Gun Ketch (Alan Lewrie, #5)",Dewey Lambdin,"Lambdin, Dewey",,"=""1590132157""","=""9781590132159""",4,4.23,McBooks Press,Kindle Edition,419,2006,1993,2018/06/22,2018/05/07,,,read,,,,1,0
6622811,Gates of Fire,Steven Pressfield,"Pressfield, Steven",,"=""0553904051""","=""9780553904055""",0,4.40,Bantam,Kindle Edition,402,2007,1998,,2017/09/21,couldn-t-finish,couldn-t-finish (#14),couldn-t-finish,,,,0,0
35068432,I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,Michelle McNamara,"McNamara, Michelle","Gillian Flynn, Patton Oswalt","=""0062319809""","=""9780062319807""",3,4.12,Harper,ebook,352,2018,2018,2018/05/27,2018/05/27,,,read,,,,2,0
8517008,A Red Herring Without Mustard (Flavia de Luce #3),Alan Bradley,"Bradley, Alan",,"=""0385342322""","=""9780385342322""",2,4.05,Delacorte Press,Hardcover,416,2011,2011,2018/05/16,2018/05/17,audiobooks-listened,audiobooks-listened (#60),audiobooks-listened,,,,1,0
28881,"Lamb: The Gospel According to Biff, Christ’s Childhood Pal",Christopher Moore,"Moore, Christopher",,"=""0380813815""","=""9780380813810""",3,4.23,Harper Perennial,Paperback,444,2004,2002,,2018/05/05,,,read,,,,1,0
27727110,Flax-Golden Tales,Erin Morgenstern,"Morgenstern, Erin",Carey Farrell,"=""""","=""""",0,4.15,N/A,Online Only,261,2014,2014,,2018/05/04,to-read,to-read (#25),to-read,,,,0,0
13526165,"Where'd You Go, Bernadette",Maria Semple,"Semple, Maria",,"=""0316204277""","=""9780316204279""",0,3.87,"Little, Brown and Company",Hardcover,330,2012,2012,,2018/05/04,to-read,to-read (#24),to-read,,,,0,0
16115612,And the Mountains Echoed,Khaled Hosseini,"Hosseini, Khaled",,"=""159463176X""","=""9781594631764""",0,4.08,Riverhead Books,Hardcover,404,2013,2012,,2018/05/04,to-read,to-read (#23),to-read,,,,0,0
50143,Asleep,Banana Yoshimoto,"Yoshimoto, Banana",Michael Emmerich,"=""0571205372""","=""9780571205370""",0,3.77,Faber & Faber,Paperback,177,2001,1989,,2018/05/04,to-read,to-read (#22),to-read,,,,0,0
7442,The Electric Kool-Aid Acid Test,Tom Wolfe,"Wolfe, Tom",,"=""0553380648""","=""9780553380644""",0,3.92,Bantam,Paperback,416,1999,1968,,2018/05/04,to-read,to-read (#21),to-read,,,,0,0
29075467,The Ornatrix,Kate  Howard,"Howard, Kate",,"=""1468313827""","=""9781468313826""",0,3.27,The Overlook Press,Hardcover,300,2016,2016,,2018/05/01,to-read,to-read (#20),to-read,,,,0,0
28116739,Other Minds,Peter Godfrey-Smith,"Godfrey-Smith, Peter",,"=""0374227764""","=""9780374227760""",0,3.88,"Farrar, Straus and Giroux",Hardcover,257,2016,2016,,2018/05/01,to-read,to-read (#19),to-read,,,,0,0
23492648,Trust No One,Paul Cleave,"Cleave, Paul",,"=""1476779171""","=""9781476779171""",2,3.61,Atria Books,Hardcover,342,2015,2015,2018/03/22,2017/10/10,audiobooks-listened,audiobooks-listened (#59),audiobooks-listened,,,,1,0
25526965,"End of Watch (Bill Hodges Trilogy, #3)",Stephen        King,"King, Stephen",,"=""1501129740""","=""9781501129742""",2,4.11,Scribner,Hardcover,432,2016,2016,2018/03/09,2018/03/22,audiobooks-listened,audiobooks-listened (#58),audiobooks-listened,,,,1,0
18158562,"Crazy Rich Asians (Crazy Rich Asians, #1)",Kevin Kwan,"Kwan, Kevin",,"=""0385536984""","=""9780385536981""",4,3.91,Doubleday,Kindle Edition,546,2013,2013,2018/03/03,2018/01/04,,,read,,,,1,0
10956,The Virgin Suicides,Jeffrey Eugenides,"Eugenides, Jeffrey",,"=""0747560595""","=""9780747560593""",3,3.79,Bloomsbury Paperbacks,Paperback,250,2002,1993,2018/02/27,2017/02/19,audiobooks-listened,audiobooks-listened (#57),audiobooks-listened,,,,1,0
11790106,"The King's Privateer (Alan Lewrie, #4)",Dewey Lambdin,"Lambdin, Dewey",,"=""""","=""""",3,4.20,,Kindle Edition,435,,1992,2018/02/27,2018/01/30,,,read,,,,1,0
34128238,The First Major: The Inside Story of the 2016 Ryder Cup,John Feinstein,"Feinstein, John",,"=""0385541090""","=""9780385541091""",4,4.28,Doubleday,Hardcover,320,2017,,,2018/02/20,audiobooks-listened,audiobooks-listened (#55),audiobooks-listened,,,,0,0
38108759,West Cork,Sam Bungey,"Bungey, Sam",Jennifer Forde,"=""""","=""""",2,3.79,Audible Originals ,Audible Audio,8,2018,2018,2018/02/20,2018/02/20,audiobooks-listened,audiobooks-listened (#56),audiobooks-listened,,,,1,0
34275222,"Force of Nature (Aaron Falk, #2)",Jane Harper,"Harper, Jane",,"=""1250105633""","=""9781250105639""",0,3.84,Flatiron Books,Hardcover,326,2018,2017,,2018/02/03,to-read,to-read (#18),to-read,,,,0,0
33640253,"Thanks, Obama: My Hopey, Changey White House Years",David Litt,"Litt, David",,"=""0062568469""","=""9780062568465""",4,4.08,Ecco,ebook,320,2017,2017,2018/01/07,2018/01/28,audiobooks-listened,audiobooks-listened (#54),audiobooks-listened,,,,2,0
25489025,The Vegetarian,Han Kang,"Kang, Han",Deborah Smith,"=""0553448188""","=""9780553448184""",3,3.64,Hogarth,Hardcover,188,2016,2007,2018/01/28,2017/11/29,,,read,,,,1,0
8145855,"The Passage (The Passage, #1)",Justin Cronin,"Cronin, Justin",,"=""""","=""""",1,4.05,Ballantine Books,Kindle Edition,785,2010,2010,,2017/09/20,couldn-t-finish,couldn-t-finish (#13),couldn-t-finish,,,,0,0
32498038,Theft by Finding: Diaries 1977-2002,David Sedaris,"Sedaris, David",,"=""0316154725""","=""9780316154727""",3,3.95,"Little, Brown and Company",Hardcover,514,2017,2017,2018/01/04,2018/01/04,audiobooks-listened,audiobooks-listened (#53),audiobooks-listened,,,,1,0
22348782,A Brief History of Seven Killings,Marlon James,"James, Marlon",,"=""0698170504""","=""9780698170506""",1,3.89,Riverhead ,Kindle Edition,688,2014,2014,,2017/08/02,couldn-t-finish,couldn-t-finish (#12),couldn-t-finish,,,,0,0
18465598,'Til the Well Runs Dry,Lauren Francis-Sharma,"Francis-Sharma, Lauren",,"=""0805098038""","=""9780805098037""",2,3.88,Henry Holt and Co.,Hardcover,400,2014,2014,2017/12/22,2017/12/22,audiobooks-listened,audiobooks-listened (#52),audiobooks-listened,,,,1,0
12369043,"The King's Commission (Alan Lewrie, #3)",Dewey Lambdin,"Lambdin, Dewey",,"=""1429994770""","=""9781429994774""",4,4.21,St. Martin's Griffin,Kindle Edition,455,1996,1991,2017/12/01,2017/02/19,,,read,,,,1,0
85867,Dhalgren,Samuel R. Delany,"Delany, Samuel R.",,"=""0375706682""","=""9780375706684""",0,3.78,Vintage,Paperback,801,2001,1975,,2017/11/29,to-read,to-read (#17),to-read,,,,0,0
29426188,The Couple Next Door,Shari Lapena,"Lapena, Shari",,"=""0735221111""","=""9780735221116""",2,3.80,Penguin Books,Kindle Edition,238,2016,2016,2017/10/14,2017/10/10,,,read,,,,1,0
35912564,Violated: Exposing Rape at Baylor University amid College Football's Sexual Assault Crisis,Paula Lavigne,"Lavigne, Paula",Mark Schlabach,"=""1478974079""","=""9781478974079""",3,4.12,Center Street,Kindle Edition,369,2017,,2017/09/24,2017/09/04,,,read,,,,1,0
18143088,12 Years a Slave,Solomon Northup,"Northup, Solomon","Ira Berlin, Henry Louis Gates Jr., Steve McQueen","=""0143125419""","=""9780143125419""",0,4.22,Penguin Books,Paperback,240,2013,1853,,2017/09/20,to-read,to-read (#16),to-read,,,,0,0
8160540,"How to Cheat at Everything: A Con Man Reveals the Secrets of the Esoteric Trade of Cheating, Scams, and Hustles",Simon Lovell,"Lovell, Simon",,"=""0786746912""","=""9780786746910""",3,3.62,,Kindle Edition,456,,2006,2017/08/13,2017/07/16,,,read,,,,1,0
27161156,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,J.D. Vance,"Vance, J.D.",,"=""""","=""""",4,3.85,Harper,Hardcover,264,2016,2016,,2017/08/01,audiobooks-listened,audiobooks-listened (#51),audiobooks-listened,,,,0,0
29913549,"Lonely Planet Banff, Jasper and Glacier National Parks (Travel Guide)",Lonely Planet,"Planet, Lonely",,"=""""","=""""",4,4.10,Lonely Planet,Kindle Edition,708,2016,2004,2017/07/29,2017/06/30,travel,travel (#1),travel,,,,1,0
24225524,The Railway Journey: The Industrialization of Time and Space in the Nineteenth Century,Wolfgang Schivelbusch,"Schivelbusch, Wolfgang",,"=""0520957903""","=""9780520957909""",1,4.10,University of California Press,Kindle Edition,247,2014,1977,2017/04/10,2017/03/11,couldn-t-finish,couldn-t-finish (#11),couldn-t-finish,,,,1,0
8070298,"Every Last Drop (Joe Pitt, #4)",Charlie Huston,"Huston, Charlie",,"=""034550965X""","=""9780345509659""",1,3.99,Del Rey,Kindle Edition,272,2008,2008,,2017/02/19,couldn-t-finish,couldn-t-finish (#10),couldn-t-finish,,,,1,0
858577,Buried Dreams: Inside the Mind of a Serial Killer,Tim Cahill,"Cahill, Tim",,"=""0553051156""","=""9780553051155""",1,3.82,Bantam,Hardcover,372,1986,1986,2015/05/25,2014/10/16,couldn-t-finish,couldn-t-finish (#5),couldn-t-finish,,,,1,0
20351202,The Man in the High Castle,Philip K. Dick,"Dick, Philip K.",,"=""""","=""""",1,3.59,Houghton Mifflin Harcourt,ebook,278,2012,1962,2016/11/06,2015/12/14,couldn-t-finish,couldn-t-finish (#8),couldn-t-finish,,,,1,0
6759,Infinite Jest,David Foster Wallace,"Wallace, David Foster",,"=""""","=""""",1,4.25,Back Bay Books,Paperback,1088,2005,1996,,2016/08/19,couldn-t-finish,couldn-t-finish (#7),couldn-t-finish,,,,1,0
7811050,Being Wrong: Adventures in the Margin of Error,Kathryn Schulz,"Schulz, Kathryn",,"=""0061176044""","=""9780061176043""",1,3.94,Ecco,Hardcover,339,2010,2010,2015/05/16,2015/05/16,couldn-t-finish,couldn-t-finish (#4),couldn-t-finish,,,,1,0
17046679,"The Boy from Reactor 4 (Nadia Tesla, #1)",Orest Stelmach,"Stelmach, Orest",,"=""1612186084""","=""9781612186085""",0,3.75,Thomas & Mercer,Paperback,388,2013,2011,,2015/10/02,couldn-t-finish,couldn-t-finish (#6),couldn-t-finish,,,,0,0
25109947,"Lovecraft Country (Lovecraft Country, #1)",Matt Ruff,"Ruff, Matt",,"=""""","=""""",2,4.02,Harper,ebook,400,2016,2016,,2017/02/07,couldn-t-finish,couldn-t-finish (#9),couldn-t-finish,,,,0,0
12238208,"Little, Big",John Crowley,"Crowley, John",,"=""""","=""""",1,3.81,Harper Perennial,Kindle Edition,564,2012,1981,,2011/11/16,couldn-t-finish,couldn-t-finish (#1),couldn-t-finish,"Sooooooooooooooooo tedious.  I tried many times to force myself to finish this one, but I just couldn't find the willpower to carry on.",,,1,0
18254,Oliver Twist,Charles Dickens,"Dickens, Charles",Philip Horne,"=""""","=""""",1,3.88,Penguin Books,Paperback,608,2003,1838,2012/12/12,2012/11/24,couldn-t-finish,couldn-t-finish (#2),couldn-t-finish,,,,1,0
7331435,A Visit from the Goon Squad,Jennifer Egan,"Egan, Jennifer",,"=""0307592839""","=""9780307592835""",0,3.70,Knopf,Hardcover,274,2010,2010,,2013/04/05,couldn-t-finish,couldn-t-finish (#3),couldn-t-finish,,,,0,0
18310201,The Painter,Peter Heller,"Heller, Peter",,"=""0385352093""","=""9780385352093""",4,3.83,Knopf,Hardcover,364,2014,2014,2017/07/25,2017/02/10,audiobooks-listened,audiobooks-listened (#50),audiobooks-listened,,,,1,0
19225265,"The French Admiral (Alan Lewrie, #2)",Dewey Lambdin,"Lambdin, Dewey",,"=""1590132149""","=""9781590132142""",4,4.17,McBooks Press,Kindle Edition,448,2002,1990,2017/07/12,2017/02/19,,,read,,,,1,0
28236146,Swift Programming: The Big Nerd Ranch Guide (Big Nerd Ranch Guides),Matthew Mathias,"Mathias, Matthew",John Gallagher,"=""""","=""""",3,4.21,Big Nerd Ranch Guides,Kindle Edition,431,2015,2015,,2016/11/11,technical,technical (#2),read,,,,1,0
8120173,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""""","=""""",4,4.39,Knopf Books for Young Readers,Kindle Edition,554,2007,2005,2017/03/11,2017/02/26,,,read,,,,1,0
2187,Middlesex,Jeffrey Eugenides,"Eugenides, Jeffrey",,"=""0312422156""","=""9780312422158""",4,4.04,Picador USA,Paperback,529,2002,2002,,2017/02/19,,,read,,,,1,0
16131037,Skinner,Charlie Huston,"Huston, Charlie",,"=""0316133728""","=""9780316133722""",0,3.52,Mulholland Books,Hardcover,400,2013,2013,,2017/02/19,to-read,to-read (#15),to-read,,,,0,0
15797938,The Dinner,Herman Koch,"Koch, Herman",Sam Garrett,"=""0770437850""","=""9780770437855""",3,3.21,Hogarth,Hardcover,292,2013,2009,2016/12/11,2016/11/06,,,read,,,,1,0
33525782,Ebb Tide: A Post-Zombie Apocalypse Thriller (The Southwind Saga Book 1),Jase Kovacs,"Kovacs, Jase",,"=""""","=""""",3,3.90,,Kindle Edition,203,2016,,2017/02/10,2017/02/07,,,read,,,,1,0
18502005,Worthy of Trust and Confidence,Donald Brewer,"Brewer, Donald",,"=""1590950550""","=""9781590950555""",2,4.00,"Totalrecall Publications, Inc.",Paperback,258,2013,2013,2016/12/07,2017/02/07,,,read,,,,1,0
1851568,Charlatan,Pope Brock,"Brock, Pope",,"=""0307339882""","=""9780307339881""",4,3.82,Crown,Hardcover,336,2008,2008,,2017/02/07,audiobooks-listened,audiobooks-listened (#49),audiobooks-listened,,,,0,0
21412229,The Misadventures of Awkward Black Girl,Issa Rae,"Rae, Issa",,"=""1476749051""","=""9781476749051""",3,3.77,37 Ink,Hardcover,224,2015,2015,,2017/02/07,audiobooks-listened,audiobooks-listened (#48),audiobooks-listened,,,,0,0
73888,The Adventure of English: The Biography of a Language,Melvyn Bragg,"Bragg, Melvyn",,"=""1559707844""","=""9781559707848""",2,3.94,Arcade Publishing,Paperback,336,2006,2003,,2017/02/07,audiobooks-listened,audiobooks-listened (#47),audiobooks-listened,,,,0,0
8491980,People Who Eat Darkness: The Fate of Lucie Blackman,Richard Lloyd Parry,"Parry, Richard Lloyd",,"=""0224079174""","=""9780224079174""",4,3.79,Jonathan Cape,Hardcover,404,2011,2010,,2017/02/07,audiobooks-listened,audiobooks-listened (#46),audiobooks-listened,,,,0,0
25733908,"The Legends Club: Dean Smith, Mike Krzyzewski, Jim Valvano, and an Epic College Basketball Rivalry",John Feinstein,"Feinstein, John",,"=""038553941X""","=""9780385539418""",4,4.32,Doubleday,Hardcover,404,2016,2016,,2017/02/07,audiobooks-listened,audiobooks-listened (#45),audiobooks-listened,,,,0,0
9439303,Life,Keith Richards,"Richards, Keith",James    Fox,"=""0297854399""","=""9780297854395""",4,3.89,Weidenfeld & Nicolson,Hardcover,576,2010,2010,,2017/02/07,audiobooks-listened,audiobooks-listened (#44),audiobooks-listened,,,,0,0
28248418,The Cyclist Who Went Out in the Cold: Dispatches from the Iron Curtain,Tim Moore,"Moore, Tim",,"=""1473522854""","=""9781473522855""",0,3.98,Vintage Digital,Kindle Edition,368,2016,2016,,2017/01/20,to-read,to-read (#14),to-read,,,,0,0
25781157,The Nest,Cynthia D'Aprix Sweeney,"Sweeney, Cynthia D'Aprix",,"=""0062414216""","=""9780062414212""",3,3.41,Ecco,Hardcover,353,2016,2016,,2016/12/06,,,read,,,,1,0
21531497,The Laughing Monsters,Denis Johnson,"Johnson, Denis",,"=""0374280592""","=""9780374280598""",0,3.18,"Farrar, Straus and Giroux",Hardcover,228,2014,2014,,2016/11/06,to-read,to-read (#13),to-read,,,,0,0
5043,"The Pillars of the Earth (Kingsbridge, #1)",Ken Follett,"Follett, Ken",,"=""045122213X""","=""9780451222138""",4,4.34,Penguin Books,Paperback,976,2007,1989,,2016/11/06,audiobooks-listened,audiobooks-listened (#43),audiobooks-listened,,,,0,0
4658,Setting Free the Bears (Ballantine Reader's Circle),John Irving,"Irving, John",,"=""0345417984""","=""9780345417985""",3,3.31,Random House Publishing Group,Paperback,304,1997,1968,,2016/11/06,,,read,,,,1,0
11768,The Hotel New Hampshire,John Irving,"Irving, John",,"=""0552992097""","=""9780552992091""",3,3.93,Black Swan,Paperback,520,1982,1981,,2016/11/06,,,read,,,,1,0
9355,Until I Find You,John Irving,"Irving, John",,"=""0345479726""","=""9780345479723""",4,3.66,Ballantine Books,Paperback,820,2006,2005,,2016/11/06,,,read,,,,1,0
7073,A Son of the Circus,John Irving,"Irving, John",,"=""0345915623""","=""9780345915627""",4,3.66,Ballantine Books,Paperback,680,1999,1994,,2016/11/06,,,read,,,,1,0
4659,A Widow for One Year,John Irving,"Irving, John",,"=""""","=""""",4,3.77,Ballantine Books,Paperback,576,2004,1998,,2016/11/06,,,read,,,,1,0
4687,The Cider House Rules,John Irving,"Irving, John",,"=""0786226749""","=""9780786226740""",4,4.17,Thorndike Press,Hardcover,1064,2000,1985,,2016/11/06,,,read,,,,1,0
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0375704027""","=""9780375704024""",2,4.00,Vintage Books,Paperback,296,2000,1987,2016/01/01,2016/01/01,,,read,,,,1,0
27833803,The Hike,Drew Magary,"Magary, Drew",,"=""0399563857""","=""9780399563850""",4,3.97,Viking,Hardcover,278,2016,2016,,2016/11/06,,,read,,,,1,0
22754100,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,"=""""","=""""",2,3.96,Riverhead,Kindle Edition,326,2015,2015,2016/11/02,2016/11/02,,,read,,,,1,0
23208397,Underground Airlines,Ben H. Winters,"Winters, Ben H.",,"=""0316261246""","=""9780316261241""",0,3.82,Mulholland Books,Hardcover,336,2016,2016,,2016/08/19,to-read,to-read (#12),to-read,,,,0,0
29975458,Good as Gone,Amy Gentry,"Gentry, Amy",,"=""0544920953""","=""9780544920958""",3,3.46,Houghton Mifflin Harcourt,Hardcover,273,2016,2016,,2016/08/16,audiobooks-listened,audiobooks-listened (#42),audiobooks-listened,,,,0,0
11588,"The Shining (The Shining, #1)",Stephen        King,"King, Stephen",,"=""0450040186""","=""9780450040184""",3,4.28,New English Library (Hodder & Stoughton) ,Paperback,497,1980,1977,,2016/08/16,audiobooks-listened,audiobooks-listened (#41),audiobooks-listened,,,,0,0
12065790,Purpose: An Immigrant's Story,Wyclef Jean,"Jean, Wyclef",Anthony Bozza,"=""006196686X""","=""9780061966866""",4,3.49,It Books,Hardcover,288,2012,2011,,2016/08/16,audiobooks-listened,audiobooks-listened (#40),audiobooks-listened,,,,0,0
23012474,Love and Other Ways of Dying: Essays,Michael Paterniti,"Paterniti, Michael",,"=""0385337027""","=""9780385337021""",3,4.02,The Dial Press,Hardcover,464,2015,2015,,2016/08/16,audiobooks-listened,audiobooks-listened (#39),audiobooks-listened,,,,0,0
24689633,The Victorian Book of the Dead,Chris Woodyard,"Woodyard, Chris",Jessica Wiesel,"=""0988192527""","=""9780988192522""",3,4.00,Kestrel Publications,Paperback,360,2014,2014,,2016/08/13,,,read,,,,1,0
22737172,The Ice Box Murders,Hugh Gardenier,"Gardenier, Hugh",Martha Gardenier,"=""0692246193""","=""9780692246191""",2,3.18,The Mystic Pelican,Kindle Edition,288,2014,2003,,2016/08/13,,,read,,,,1,0
23500553,"A Backpack, a Bear, and Eight Crates of Vodka: A Memoir",Lev Golinkin,"Golinkin, Lev",,"=""0385537786""","=""9780385537780""",4,4.19,Anchor,Kindle Edition,322,2014,2014,2016/06/25,2016/06/25,,,read,,,,1,0
8070276,"Half the Blood of Brooklyn (Joe Pitt, #3)",Charlie Huston,"Huston, Charlie",,"=""0345504712""","=""9780345504715""",3,3.95,Del Rey,Kindle Edition,223,2007,2007,2016/01/29,2016/01/09,,,read,,,,1,0
21792828,Station Eleven,Emily St. John Mandel,"Mandel, Emily St. John",,"=""""","=""""",4,4.07,Knopf,ebook,354,2014,2014,2016/02/14,2016/01/22,,,read,,,,1,0
25387895,The Confidence Game: Why We Fall for It . . . Every Time,Maria Konnikova,"Konnikova, Maria",,"=""0525427414""","=""9780525427414""",0,3.66,Viking,Hardcover,352,2016,2015,,2016/01/19,to-read,to-read (#11),to-read,,,,0,0
7105459,1492: The Year the World Began,Felipe Fernández-Armesto,"Fernández-Armesto, Felipe",,"=""0061132276""","=""9780061132278""",0,3.70,HarperOne,Hardcover,346,2009,2009,,2016/01/13,to-read,to-read (#10),to-read,,,,0,0
15177,"Bridge of Birds (The Chronicles of Master Li and Number Ten Ox, #1)",Barry Hughart,"Hughart, Barry",,"=""0345321383""","=""9780345321381""",3,4.27,Del Rey,Mass Market Paperback,278,1985,1984,,2011/11/16,,,read,,,,1,0
23281949,The Life and Death of Sophie Stark,Anna North,"North, Anna",,"=""0399173390""","=""9780399173394""",4,3.67,Blue Rider Press,Hardcover,288,2015,2015,2016/01/09,2016/01/02,,,read,,,,1,0
8148717,A Clash of Kings (A Song of Ice and Fire #2),George R.R. Martin,"Martin, George R.R.",Roy Dotrice,"=""1415902003""","=""9781415902004""",3,4.42,Random House Audio,Audiobook,38,2003,1998,2011/10/03,2012/02/15,audiobooks-listened,audiobooks-listened (#3),audiobooks-listened,,,,1,0
20707959,Gray Mountain,John Grisham,"Grisham, John",,"=""038553714X""","=""9780385537148""",2,3.67,Doubleday,Hardcover,368,2014,2014,2015/11/16,2015/11/19,,,read,,,,1,0
23492440,Saban: The Making of a Coach,Monte Burke,"Burke, Monte",,"=""1476789932""","=""9781476789934""",3,4.14,Simon & Schuster,Hardcover,352,2015,2015,2015/11/14,2015/11/14,audiobooks-listened,audiobooks-listened (#38),audiobooks-listened,,,,1,0
13586707,"My Brilliant Friend (My Brilliant Friend, #1)",Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""""","=""""",3,4.05,Europa Editions,Paperback,331,2012,2011,2015/11/02,2015/11/03,,,read,,,,1,0
25076674,The Alchemist,Paulo Coelho,"Coelho, Paulo",,"=""""","=""""",2,3.92,HarperOne,Kindle Edition,84,2021,1988,2015/08/30,2015/08/30,,,read,,,,1,0
6777616,"The Weed That Strings the Hangman's Bag (Flavia de Luce, #2)",Alan Bradley,"Bradley, Alan",,"=""0385342314""","=""9780385342315""",0,3.99,Delacorte Press,Hardcover,364,2010,2010,,2015/08/23,audiobooks-listened,audiobooks-listened (#37),audiobooks-listened,,,,0,0
6837103,The Kitchen House,Kathleen Grissom,"Grissom, Kathleen",,"=""1439153663""","=""9781439153666""",5,4.23,Atria Books,Paperback,369,2010,2010,2015/08/12,2011/06/25,,,read,,,,1,0
15803144,The Emerald Mile: The Epic Story of the Fastest Ride in History Through the Heart of the Grand Canyon,Kevin Fedarko,"Fedarko, Kevin",,"=""1439159858""","=""9781439159859""",4,4.43,Scribner,Hardcover,432,2013,2013,,2015/07/01,audiobooks-listened,audiobooks-listened (#36),audiobooks-listened,,,,0,0
24911006,Missoula: Rape and the Justice System in a College Town,Jon Krakauer,"Krakauer, Jon",,"=""0385538731""","=""9780385538732""",3,4.11,Doubleday,Hardcover,368,2015,2015,2015/05/25,2015/05/25,,,read,,,,1,0
22238371,The Marauders,Tom    Cooper,"Cooper, Tom",,"=""0804140561""","=""9780804140560""",3,3.75,Crown,Hardcover,320,2015,2015,2015/05/11,2015/05/12,audiobooks-listened,audiobooks-listened (#35),audiobooks-listened,,,,1,0
7263,"No Dominion (Joe Pitt, #2)",Charlie Huston,"Huston, Charlie",,"=""0345478258""","=""9780345478252""",3,3.99,Del Rey,Paperback,251,2006,2006,,2015/03/10,,,read,,,,1,0
6218281,"The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)",Alan Bradley,"Bradley, Alan",,"=""0385342306""","=""9780385342308""",3,3.82,Delacorte Press,Hardcover,374,2009,2009,,2015/03/09,audiobooks-listened,audiobooks-listened (#34),audiobooks-listened,,,,0,0
6545608,The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,"Junger, Sebastian",,"=""0393337014""","=""9780393337013""",4,4.11,W. W. Norton & Company,Paperback,233,2009,1997,,2015/02/20,,,read,,,,1,0
16231347,The Adventures of Superhero Girl,Faith Erin Hicks,"Hicks, Faith Erin",Kurt Busiek,"=""1616550848""","=""9781616550844""",0,3.89,Dark Horse Books,Hardcover,112,2013,2013,,2015/02/20,to-read,to-read (#9),to-read,,,,0,0
45107,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,"Hobb, Robin",,"=""""","=""""",3,4.19,Voyager,Mass Market Paperback,460,1996,1995,,2015/02/20,,,read,,,,1,0
904227,Four Men in a Boat: The Inside Story of the Sydney 2000 Coxless Four,Rory Ross,"Ross, Rory",Tim Foster,"=""0297847252""","=""9780297847250""",0,4.32,Weidenfeld & Nicolson Ltd,Hardcover,200,2004,2004,,2015/02/20,to-read,to-read (#8),to-read,,,,0,0
21277,"Already Dead (Joe Pitt, #1)",Charlie Huston,"Huston, Charlie",,"=""034547824X""","=""9780345478245""",3,3.80,Random House Worlds,Paperback,268,2005,2005,2015/02/19,2015/02/20,,,read,,,,1,0
15818107,Orphan Train,Christina Baker Kline,"Kline, Christina Baker",,"=""""","=""""",4,4.20,William Morrow Paperbacks,Paperback,278,2013,2013,2015/02/11,2015/02/11,,,read,,,,1,0
16113737,The Reason I Jump: the Inner Voice of a Thirteen-Year-Old Boy with Autism,Naoki Higashida,"Higashida, Naoki","K.A. Yoshida, David Mitchell","=""0812994868""","=""9780812994865""",2,3.88,Random House,Hardcover,135,2013,2005,2015/02/03,2015/02/03,,,read,,,,1,0
11447921,Beautiful Ruins,Jess Walter,"Walter, Jess",,"=""0061928127""","=""9780061928123""",3,3.68,Harper,Hardcover,337,2012,2012,,2012/10/31,audiobooks-listened,audiobooks-listened (#33),audiobooks-listened,,,,0,0
18775247,"Mr. Mercedes (Bill Hodges Trilogy, #1)",Stephen        King,"King, Stephen",,"=""1476754454""","=""9781476754451""",3,4.03,Scribner,Hardcover,437,2014,2014,,2014/07/04,audiobooks-listened,audiobooks-listened (#29),audiobooks-listened,,,,0,0
18206751,Zealot: The Life and Times of Jesus of Nazareth,Reza Aslan,"Aslan, Reza",,"=""0679603530""","=""9780679603535""",4,3.86,Random House,Kindle Edition,336,2013,2013,2015/01/10,2015/01/10,,,read,,,,1,0
3861886,Starvation Lake (Starvation Lake Mystery #1),Bryan Gruley,"Gruley, Bryan",,"=""1416563628""","=""9781416563624""",2,3.68,Gallery Books,Paperback,370,2009,2009,,2013/11/06,audiobooks-listened,audiobooks-listened (#32),audiobooks-listened,,,,0,0
16160797,"The Cuckoo's Calling (Cormoran Strike, #1)",Robert Galbraith,"Galbraith, Robert",,"=""0316206849""","=""9780316206846""",3,3.89,Mulholland Books,Hardcover,456,2013,2013,,2014/11/29,,,read,,,,1,0
17262141,The Mushroom Hunters: On the Trail of an Underground America,Langdon Cook,"Cook, Langdon",,"=""0345536258""","=""9780345536259""",3,3.89,Ballantine Books,Hardcover,320,2013,2013,2014/11/29,2014/10/05,,,read,,,,1,0
91803,Pecked to Death by Ducks,Tim Cahill,"Cahill, Tim",,"=""0552771600""","=""9780552771603""",3,3.83,Black Swan,Paperback,448,2003,1993,,2014/10/16,,,read,,,,1,0
485671,Road Fever,Tim Cahill,"Cahill, Tim",,"=""0394758374""","=""9780394758374""",0,3.86,Knopf Doubleday Publishing Group,Paperback,288,1992,1991,,2014/10/16,,,read,,,,1,0
